id,location,fx_version,os,version,survey_answers,number_extensions
5321,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5322,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5323,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5324,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5325,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
5326,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5327,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5328,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5329,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
5330,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5331,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
5332,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5333,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5334,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
5335,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
5336,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",5
5337,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5338,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
5339,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5340,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",4
5341,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5342,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5343,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",22
5344,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5345,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5346,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5347,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
5348,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
5349,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
5350,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
5351,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5352,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5353,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",17
5354,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5355,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
5356,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5357,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5358,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
5359,"",4.0b4,"WINNT Windows NT 6.1; WOW64",1.0.2,"",3
5360,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5361,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5362,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5363,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
5364,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5365,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
5366,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
5367,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5368,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5369,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
5370,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5371,"",4.0b4,"WINNT Windows NT 6.1; WOW64",1.0.2,"",5
5372,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5373,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5374,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
5375,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",84
5376,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
5377,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5378,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5379,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",3
5380,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5381,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5382,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",8
5383,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5384,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5385,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
5386,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
5387,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5388,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
5389,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
5390,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",2
5391,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
5392,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
5393,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5394,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5395,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",4
5396,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",33
5397,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5398,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5399,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5400,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5401,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5402,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5403,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5404,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
5405,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5406,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",15
5407,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5408,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5409,"",4.0b6,"WINNT Windows NT 5.0",1.0.3,"",2
5410,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5411,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5412,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
5413,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5414,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5415,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",14
5416,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5417,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
5418,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
5419,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5420,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",14
5421,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5422,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5423,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
5424,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5425,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
5426,"",4.0b4,"WINNT Windows NT 6.1; WOW64",1.0.2,"",2
5427,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5428,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",22
5429,"",4.0b5,"WINNT Windows NT 6.1",1.0.3,"",3
5430,"",4.0b2,"WINNT Windows NT 6.1",1.0,"",4
5431,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5432,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5433,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5434,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5435,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5436,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5437,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5438,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5439,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5440,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",28
5441,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
5442,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
5443,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5444,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",14
5445,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
5446,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5447,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5448,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
5449,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5450,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
5451,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",1
5452,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5453,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5454,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",4
5455,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
5456,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5457,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
5458,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",1
5459,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5460,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
5461,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",1
5462,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5463,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5464,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5465,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5466,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
5467,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",16
5468,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5469,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
5470,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
5471,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5472,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
5473,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5474,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5475,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5476,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5477,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",6
5478,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5479,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5480,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
5481,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
5482,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",16
5483,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
5484,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5485,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
5486,"",3.6.10,"Linux Linux i686",1.0.1,"",3
5488,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5489,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5490,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5491,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",7
5492,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",15
5493,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5494,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
5495,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5496,"",4.0b8pre,"WINNT Windows NT 6.1; WOW64",1.0.3,"",17
5497,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
5498,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5499,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5500,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
5501,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5502,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5503,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5504,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5505,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5506,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
5507,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
5508,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
5509,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
5510,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5511,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",14
5512,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5513,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5514,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5515,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
5516,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",22
5517,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5518,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5519,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",5
5520,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5521,"",4.0b7,"Linux Linux i686",1.0.3,"",15
5522,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
5523,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",8
5524,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5525,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5526,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
5527,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5528,"",4.0b7,"Linux Linux i686",1.0.3,"",11
5529,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5530,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5531,"",3.6.12,"Darwin Intel Mac OS X 10.6",1.0.1,"",20
5532,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5533,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5534,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5535,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",12
5536,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
5537,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5538,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5539,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
5540,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
5541,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5542,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",4
5543,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5544,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",4
5545,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5546,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
5547,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5548,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5549,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
5550,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5551,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5552,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5553,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5554,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5555,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",6
5556,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5557,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5558,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",10
5559,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",4
5560,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5561,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5562,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5563,"",4.0b6,"Linux Linux i686 on x86_64",1.0.3,"",2
5564,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",11
5565,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
5566,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5567,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",5
5568,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5569,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",10
5570,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",10
5571,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5572,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5573,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5574,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5575,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5576,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
5577,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5578,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5579,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",22
5580,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5581,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5582,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
5583,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
5584,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5585,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5586,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",4
5587,"",3.5.15,"WINNT Windows NT 5.1",1.0.3,"",4
5588,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5589,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5590,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5591,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
5592,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5593,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",9
5594,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5595,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5596,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5597,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5598,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5599,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
5600,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5601,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
5602,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5603,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5604,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5605,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",9
5606,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5607,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5608,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",22
5609,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
5610,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
5611,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5612,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
5613,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5614,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
5615,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5616,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",4
5617,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
5618,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5619,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
5620,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
5621,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",23
5622,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5623,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5624,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5625,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
5626,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
5627,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5628,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5629,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",20
5630,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5631,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
5632,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5633,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5634,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
5635,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",1
5636,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5637,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",13
5638,"",3.6.8,"WINNT Windows NT 5.1",1.0.1,"",16
5639,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
5640,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",3
5641,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5642,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
5643,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5644,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",11
5645,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",15
5646,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5647,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5648,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5649,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5650,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
5651,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5652,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",7
5653,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",19
5654,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5655,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",11
5656,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5657,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
5658,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
5659,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
5660,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
5661,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5662,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",17
5663,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
5664,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5665,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5666,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5667,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5668,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5669,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
5670,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",17
5671,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
5672,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
5673,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",12
5674,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
5675,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5676,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
5677,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
5678,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
5679,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
5680,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5681,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
5682,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
5683,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
5684,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
5685,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
5686,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",10
5687,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
5688,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
5689,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
5690,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",9
5691,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",17
5692,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",44
5693,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
5694,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",1
5695,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
5696,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
